"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case get Equipment Data when ExternalID in a Facility","126","Get Equipment Data","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:07 IST 2024","TestEquipment","test_equipment","",""
"This test case tests Equipment wise SAL when All Criteria and Same API to Same API Limits is OFF in Policy is selected for each Equipment mapped to Production","5946","Test Equipment wise SAL when Same API to Same API Limits is OFF","tests.scenarios","Tue Dec 17 15:40:22 IST 2024","passed","Tue Dec 17 15:40:28 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case gets details of all sampling location present on equipment","71","Get Sampling locations details","tests.unit.production","Tue Dec 17 18:06:11 IST 2024","passed","Tue Dec 17 18:06:11 IST 2024","TestSamplingLocation","test_sample_location","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for swab & non split","17443","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for swab & non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:39:52 IST 2024","passed","Tue Dec 17 17:40:10 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to get all cleaning agent details for audit portal","58","Get cleaning agent details","tests.unit.audit_portal","Tue Dec 17 18:05:40 IST 2024","passed","Tue Dec 17 18:05:40 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqin and volume is L","17083","Create Protocol for microbial residue verification for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:00:16 IST 2024","failed","Tue Dec 17 17:00:34 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is used to get all details of actives from master data","62","Get all details of actives from master data","tests.unit.master_data","Tue Dec 17 18:05:55 IST 2024","passed","Tue Dec 17 18:05:55 IST 2024","TestActiveMasterData","test_active_master_data","",""
"This testcase test Api to validate the next page details which apper when given on first page","554","Validate next page details with given details","tests.scenarios.offline_study","Tue Dec 17 18:05:17 IST 2024","passed","Tue Dec 17 18:05:18 IST 2024","TestOfflineStudies","test_offline_studys","",""
"","54","test_get_residue_mapping_details","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:04 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case tests API to create an inspection on equipment and validate the active residue verification chemical samples for custom limits","78249","Create Inspection on Equipment & Validate the Active Residue Verification Chemical Samples for custom limits","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 15:54:26 IST 2024","passed","Tue Dec 17 15:55:44 IST 2024","TestInspectionMultiProductionProtocolCustom","test_multi_production_protocol_inspcetion_custom","",""
"This test case tests API to Create Protocol microbial residue verification for split when select custom for fungal and based on policy for bacterial of direct/indirect","17592","Create Protocol for microbial residue verification for split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:57:42 IST 2024","passed","Tue Dec 17 16:58:00 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is used to get all details of Nitrosamine from master data","27","Get all details of Nitrosamine from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:57 IST 2024","TestNitrosamineMasterData","test_nitrosamine_master_data","",""
"This method is used to add new active to the master data","44","Add new Active in master data","tests.unit.master_data","Tue Dec 17 18:05:55 IST 2024","passed","Tue Dec 17 18:05:55 IST 2024","TestActiveMasterData","test_active_master_data","",""
"This test case tests API to Validate the absent on Protocol Endotoxin residue verification when select zero in microbial policy","9949","Validate the absent on Protocol Endotoxin residue verification when select zero in microbial policy","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","passed","Tue Dec 17 17:33:20 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqm and volume as l","30070","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqm and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:31:36 IST 2024","passed","Tue Dec 17 16:32:06 IST 2024","TestInspectionMultiProductionProtocolSqml","test_multi_production_protocol_inspection_sqm_l","",""
"This test case tests API to create an inspection on equipment and validate the atomic absorption residue verification atomic absorption samples","31533","Create Inspection on Equipment & Validate the atomic absorption Residue Verification atomic absorption Samples","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:10:06 IST 2024","passed","Tue Dec 17 16:10:37 IST 2024","TestInspectionMultiProductionProtocol","test_multi_production_protocol_inspection","",""
"This test case tests API to Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for room grade swab samples for non split","14778","Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for room grade swab samples for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:49:05 IST 2024","passed","Tue Dec 17 17:49:20 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to validate study inspection for cleaning details when new parameters are added using configure run form fields","57866","Validate study inspection for cleaning details when new parameters are added","tests.scenarios.configure_run_form_fields","Tue Dec 17 15:41:26 IST 2024","passed","Tue Dec 17 15:42:24 IST 2024","TestConfigureRunFormFieldsScenarios","test_configure_run_form_field","",""
"This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is ug & default surface area is sqm","6705","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:36:20 IST 2024","passed","Tue Dec 17 15:36:27 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case Gets details of intermediate Cleaning Limit Policy for Actives","0","Get Cleaning Limit Policy for Actives","tests.unit.settings.cleaning_limit_policies","Tue Dec 17 18:06:14 IST 2024","skipped","Tue Dec 17 18:06:14 IST 2024","TestIntermediateCleaningLimitPolicy","test_intermediate_cleaning_limit_policy","",""
"This test case tests API to select Lowest SAL on equipment for active residue verification","9849","Select Lowest SAL on equipment for active residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:43:54 IST 2024","passed","Tue Dec 17 16:44:04 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to create an inspection on equipment and update the Bacterial & Fungal bioburden residue verification details and save the inspection","6713","Create Inspection on Equipment & update the Bacterial & Fungal bioburden Residue Verification details","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:43:26 IST 2024","passed","Tue Dec 17 16:43:33 IST 2024","TestInspectionMultiProductionProtocolSplitPolicy","test_multi_proudction_protocol_inspection_microbial_split_policy","",""
"This test case tests API to Validate the samples when select based on policy for direct nitrosamine residue verification","5774","Validate the samples when select custom for direct nitrosamine residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:03:15 IST 2024","passed","Tue Dec 17 17:03:21 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests Equipment wise SAL when All Criteria in Policy is selected for all production mapped to Equipment","4971","Test Equipment Wise All Criteria SAL of Productions on Equipments","tests.scenarios","Tue Dec 17 15:38:31 IST 2024","passed","Tue Dec 17 15:38:36 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case tests API to Create Protocol for microbial residue verification and validate the sample limits when select custom for direct and indirect","28758","Validate the sample limits of microbial residue verification for direct indirect custom","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:15:39 IST 2024","passed","Tue Dec 17 17:16:08 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the sample limits of Endotoxin residue verification for when room grade is given zero","10973","Validate the sample limits of Endotoxin residue verification for when room grade is given zero","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:43:34 IST 2024","passed","Tue Dec 17 17:43:45 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Create Protocol for pH residue verification and validate the final summary details","7908","Validate the pH residue verification final summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:27:11 IST 2024","passed","Tue Dec 17 17:27:19 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This Test case test API to assign and respective reviewer and approver for offline study","409","Assign Reviewer & Approver","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:05 IST 2024","TestOfflineStudy","test_offline_study","",""
"This method is used to add new analytical method to the master data","67","Add new analytical method in master data","tests.unit.master_data","Tue Dec 17 18:05:56 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestAnalyticalMethodMasterData","test_analytical_method_master_data","",""
"This test case tests Equipment wise SAL when All Criteria and Same API to Same API Limits is OFF in Policy is selected for all production mapped to Equipment","5532","Test Equipment Wise SAL when Same API to Same API Limits is OFF","tests.scenarios","Tue Dec 17 15:38:58 IST 2024","passed","Tue Dec 17 15:39:04 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case Updates Cleaning Limit Policy for Cleaning Agent","73","Update Cleaning Limit Policy for Cleaning Agent","tests.unit.settings.cleaning_limit_policies","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:14 IST 2024","TestCleaningAgentCleaningLimitPolicy","test_cleaning_agent_limit_policy","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & non split","19901","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:44:52 IST 2024","passed","Tue Dec 17 17:45:12 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to create an inspection on equipment and validate the Endotoxin residue verification Endotoxin samples for surface area sqm and volume as l","17569","Create Inspection on Equipment & Validate the Endotoxin Residue Verification Endotoxin Samplesfor surface area sqm and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:30:47 IST 2024","passed","Tue Dec 17 16:31:04 IST 2024","TestInspectionMultiProductionProtocolSqml","test_multi_production_protocol_inspection_sqm_l","",""
"This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","18983","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:50:13 IST 2024","passed","Tue Dec 17 17:50:32 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to verify that after nitrosamine policy is disabled, there should be no analytical method for nitrosamine","224","Verify analytical method when nitrosamine policy is Disabled","tests.scenarios.disable_nitrosamine","Tue Dec 17 15:30:30 IST 2024","passed","Tue Dec 17 15:30:30 IST 2024","TestDisableNitrosamine","test_disable_nitrosamine_policy","",""
"This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqin and volume as l","30606","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqin and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:21:02 IST 2024","passed","Tue Dec 17 16:21:33 IST 2024","TestInspectionMultiProductionProtocolSqinl","test_multi_production_protocol_inspection_sqin_l","",""
"This test case tests API to Create Protocol and validate cleaning agent residue verification SAL for based on policy for both direct and indirect when select surface area as sqm and sal mass unit is mg","13201","Create Protocol and validate cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:45:49 IST 2024","passed","Tue Dec 17 16:46:03 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to create an inspection on equipment and update the active residue verification details and save the inspection","12055","Create Inspection on Equipment & update the Active Residue Verification details","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:10:40 IST 2024","passed","Tue Dec 17 16:10:52 IST 2024","TestInspectionMultiProductionProtocol","test_multi_production_protocol_inspection","",""
"This test case test API to validate the audit logs details for when update the microbial bacterial residue verification detail of inspection","0","Validate the audit logs details for when update the microbial bacterial residue verification detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 15:01:41 IST 2024","broken","Tue Dec 17 15:01:41 IST 2024","","test_audit_logs_scenarios","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqin and volume is L","16769","Create Protocol for bioburden residue verification for split when unit is sqin & L","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:55:11 IST 2024","passed","Tue Dec 17 16:55:28 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to download newly generated equipment report form audit portal","140","Download equipment limit report","tests.unit.audit_portal","Tue Dec 17 18:05:37 IST 2024","passed","Tue Dec 17 18:05:37 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests API to Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for non split","13661","Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:35:09 IST 2024","passed","Tue Dec 17 17:35:22 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to validate the audit logs details for when update the batch detail of inspection","0","Validate the audit logs details for when update the batch detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 15:01:41 IST 2024","broken","Tue Dec 17 15:01:41 IST 2024","","test_audit_logs_scenarios","",""
"This test case test the Nitrosamine sal from list of Production when SalMassUnit is mgdefault surface area is sqm","8398","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:03:41 IST 2024","passed","Tue Dec 17 18:03:50 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case test Api to generate the new master data snapshot report in audit portal by configuring change assessment report","95","Generate master data snapshot report","tests.unit.audit_portal","Tue Dec 17 18:05:47 IST 2024","passed","Tue Dec 17 18:05:47 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests SAL when Upper Limit and All Criteria in Policy is selected for all production mapped to Equipment in API Facility","0","Test SAL of Production on Equipments for Upper Limit in API Facility","tests.scenarios","Tue Dec 17 15:39:04 IST 2024","skipped","Tue Dec 17 15:39:04 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case test API to Validate the audit logs details for unarchive cleaning agent from master data","396","Validate the audit logs details for unarchive cleaning agent from master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:50 IST 2024","passed","Tue Dec 17 18:06:51 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test API to validate the updating additional tests","324","Validate the audit logs details for updating additional tests","tests.scenarios.audit_logs","Tue Dec 17 18:06:29 IST 2024","passed","Tue Dec 17 18:06:29 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests Equipment wise SAL when Dosage Criteria in Policy is selected for each Equipment mapped to Production","6163","Test Equipment wise SAL for Dosage Criteria","tests.scenarios","Tue Dec 17 15:39:43 IST 2024","passed","Tue Dec 17 15:39:49 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case tests API to Validate the sampling profile when select based on policy for pH residue verification","6432","Validate the sampling profile when select based on policy for pH residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:05:26 IST 2024","passed","Tue Dec 17 17:05:32 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol and validate active residue verification SAL when surface area unit is sqin and SAL mass unit is mg","11256","Create Protocol and validate active residue verification SAL when surface area unit is sqcm","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:44:36 IST 2024","passed","Tue Dec 17 16:44:47 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to validate the audit logs details for when update the active residueverification detail of inspection","73350","Validate the audit logs details for when update the active residue verification detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 18:17:57 IST 2024","passed","Tue Dec 17 18:19:10 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This method is used to add new Product in the master data","151","Add new Product in master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:57 IST 2024","TestProductMasterData","test_products_master_data","",""
"This method is used to get all details of products from master data","42","Get all details of products from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:57 IST 2024","TestProductMasterData","test_products_master_data","",""
"This test case Login into CLEEN Application","0","Login into CLEEN Application","tests.unit.login_logout","Tue Dec 17 18:05:55 IST 2024","skipped","Tue Dec 17 18:05:55 IST 2024","TestLoginLogout","test_login_logout","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppm","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:34:02 IST 2024","skipped","Tue Dec 17 15:34:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test API to add new samples to sampling location of equipment","174","Add new samples to sampling location","tests.unit.production","Tue Dec 17 18:06:12 IST 2024","passed","Tue Dec 17 18:06:12 IST 2024","TestSamplingLocation","test_sample_location","",""
"This test case test the swab & rinse sample limit of equipment map with production for formulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ug","10184","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:32:37 IST 2024","passed","Tue Dec 17 15:32:47 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples for split custom policy","60664","Create Inspection on Equipment & Validate the Microbial Residue Verification Samples for split custom policy","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:42:25 IST 2024","passed","Tue Dec 17 16:43:26 IST 2024","TestInspectionMultiProductionProtocolSplitPolicy","test_multi_proudction_protocol_inspection_microbial_split_policy","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqin and volume is ml","16614","Create Protocol for bioburden residue verification for split when unit is sqin and ml","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:54:23 IST 2024","passed","Tue Dec 17 16:54:39 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is used to get details of archive Equipment","25","Get details of Archive Equipment","tests.unit.quick_actions","Tue Dec 17 18:06:13 IST 2024","passed","Tue Dec 17 18:06:13 IST 2024","TestAddNewEquipment","test_quick_action_add_equipment","",""
"This method is used to get all details of analytical method from master data","43","Get all details of analytical method from master data","tests.unit.master_data","Tue Dec 17 18:05:55 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestAnalyticalMethodMasterData","test_analytical_method_master_data","",""
"This test case tests API to Create Protocol and validate cleaning agent residue verification SAL for based on policy for both direct and indirect","14770","Create Protocol and validate cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:45:27 IST 2024","passed","Tue Dec 17 16:45:42 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol based on policy for nitrosamine residue verification when surface area is sqcm and SAL mass unit is ug","15030","Create Protocol and select based on policy for Nitrosamine residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:47:08 IST 2024","passed","Tue Dec 17 16:47:23 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and custom for bacterial & fungal of Indirect","18449","Create Protocol for bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and custom for bacterial & fungal of Indirect","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:53:36 IST 2024","passed","Tue Dec 17 16:53:54 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol and validate active residue verification SAL when surface area unit is sqm and SAL mass unit is mg","11417","Create Protocol and validate active residue verification SAL when surface area unit is sqcm","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:44:25 IST 2024","passed","Tue Dec 17 16:44:36 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to validate the audit logs details for when created new study from protocol","28750","Validate the audit logs details for when created new study from protocol","tests.scenarios.audit_logs","Tue Dec 17 18:07:29 IST 2024","failed","Tue Dec 17 18:07:58 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to Validate the absent on sample limits of Protocol bioburdenEndotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page","16939","Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:37:18 IST 2024","passed","Tue Dec 17 17:37:35 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case updates details of One Variable in a Facility","87","Update One Variable","tests.unit.settings","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:14 IST 2024","TestVariables","test_variables","",""
"This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for custom SAL","29679","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor custom SAL","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 15:58:43 IST 2024","passed","Tue Dec 17 15:59:12 IST 2024","TestInspectionMultiProductionProtocolCustom","test_multi_production_protocol_inspcetion_custom","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for swab & split","18927","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for swab & split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:40:44 IST 2024","passed","Tue Dec 17 17:41:03 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mg/ml","10773","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:32:05 IST 2024","passed","Tue Dec 17 15:32:16 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to create an inspection on equipment and validate the cleaning agent residue verification cleaning agent samples for surface area sqm and volume as ml","88752","Create Inspection on Equipment & Validate the cleaning agent Residue Verification cleaning agent Samples for surface area sqm and volume as ml","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:34:33 IST 2024","passed","Tue Dec 17 16:36:02 IST 2024","TestInspectionMultiProductionProtocolSqmMl","test_multi_production_protocol_inspection_sqm_ml","",""
"This method is used to Unarchive the cleaning procedure from master data","67","Unarchive the cleaning procedure from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:57 IST 2024","TestCleaningProcedureMasterData","test_cleaning_procedure_master_data","",""
"This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol","29892","Create the study from approved protocol","tests.scenarios.multi_production_protocol.study","Tue Dec 17 17:54:09 IST 2024","passed","Tue Dec 17 17:54:39 IST 2024","TestStudyMultiProductionProtocol","test_study_multi_production_protocol","",""
"This test case tests API to Create Protocol for bioburden split residue verification and validate the final summary details when select custom policy for direct and indirect","55460","Validate the bioburden split residue verification for custom final summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:23:04 IST 2024","passed","Tue Dec 17 17:23:59 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples non split","13360","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:46 IST 2024","passed","Tue Dec 17 17:33:59 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Create Protocol microbial residue verification for split when select custom for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqcm and volume is L","28113","Create Protocol for microbial residue verification for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:00:34 IST 2024","passed","Tue Dec 17 17:01:02 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade rinse & split","20548","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade rinse & split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:47:51 IST 2024","passed","Tue Dec 17 17:48:12 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve","28972","Submit the protocol to review and approve","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:27:58 IST 2024","passed","Tue Dec 17 17:28:27 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests SAL when All Criteria in Policy is selected for each Equipment mapped to Production in API Facility","0","Test SAL of Production(API) for All Criteria in API Facility","tests.scenarios","Tue Dec 17 15:40:28 IST 2024","skipped","Tue Dec 17 15:40:28 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page","16386","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:39:05 IST 2024","passed","Tue Dec 17 17:39:21 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case Gets Any One Features of CLEEN Application","4","Get Any One Features of CLEEN Application","tests.unit.login_logout","Tue Dec 17 18:05:55 IST 2024","passed","Tue Dec 17 18:05:55 IST 2024","TestFeatures","test_features","",""
"This test case tests API to unselect the equipment entities from intermediate multi-productionProtocol","0","Unselect the equipment entities from intermediate multi-production Protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg/ml","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:35:02 IST 2024","skipped","Tue Dec 17 15:35:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to create an inspection on equipment and update the cleaning details and save the inspection","864","Create Inspection on Equipment & update the Cleaning details","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:10:38 IST 2024","passed","Tue Dec 17 16:10:39 IST 2024","TestInspectionMultiProductionProtocol","test_multi_production_protocol_inspection","",""
